transaction_id,account_id,txn_date,amount,currency,direction,counterparty_country,channel
T0003066,C00209-A1,2024-01-21,4641.41,GBP,Credit,BR,Branch
T0003067,C00209-A1,2022-03-07,43490.22,EUR,Credit,TR,SEPA Transfer
T0003068,C00209-A1,2024-06-25,88999.33,USD,Credit,NG,Web
T0003069,C00209-A1,2022-09-11,62872.49,USD,Credit,BR,SEPA Transfer
T0003070,C00209-A1,2023-01-14,85397.26,GBP,Debit,CN,Intl Transfer
T0003071,C00209-A1,2022-06-08,76101.53,CHF,Credit,IT,Web
T0003072,C00209-A1,2022-09-16,164.95,GBP,Debit,KP,SEPA Transfer
T0003073,C00209-A1,2022-08-22,7879.73,CHF,Debit,XX,Intl Transfer
T0003074,C00209-A1,2023-03-16,85784.52,CHF,Credit,IR,Web
T0003075,C00209-A1,2022-01-25,47693.5,USD,Credit,XX,Intl Transfer
T0003076,C00209-A1,2022-09-02,30474.31,GBP,Debit,CH,Branch
T0003077,C00210-A1,2023-09-03,24080.59,GBP,Debit,PA,Intl Transfer
T0003078,C00210-A1,2024-09-08,45502.89,USD,Credit,US,Intl Transfer
T0003079,C00210-A1,2024-11-16,84449.73,EUR,Credit,KP,Web
T0003080,C00210-A1,2022-05-06,62316.52,USD,Credit,BE,Web
T0003081,C00210-A1,2024-05-12,75044.37,GBP,Debit,GB,SEPA Transfer
T0003082,C00210-A1,2023-10-17,33331.16,CHF,Debit,DE,Branch
T0003083,C00210-A1,2022-03-09,47460.81,EUR,Debit,ES,SEPA Transfer
T0003084,C00210-A1,2024-07-07,38138.69,EUR,Debit,NG,Web
T0003085,C00210-A1,2024-06-24,51273.84,CHF,Debit,MA,Intl Transfer
T0003086,C00210-A1,2024-05-24,39063.05,CHF,Credit,AE,Intl Transfer
T0003087,C00210-A1,2022-10-26,67208.16,GBP,Credit,KP,SEPA Transfer
T0003088,C00210-A2,2022-09-27,22034.83,GBP,Debit,ES,Web
T0003089,C00210-A2,2023-10-04,71579.81,GBP,Credit,LU,Mobile
T0003090,C00210-A2,2023-06-09,84932.59,EUR,Debit,GB,Branch
T0003091,C00210-A2,2023-08-04,66210.22,GBP,Credit,SY,Mobile
T0003092,C00210-A2,2022-02-04,61365.29,GBP,Credit,KP,Branch
T0003093,C00210-A2,2022-04-06,17417.61,GBP,Debit,TR,Branch
T0003094,C00210-A2,2022-04-04,24294.67,EUR,Credit,RU,Branch
T0003095,C00210-A3,2022-11-27,49598.76,CHF,Debit,IT,Web
T0003096,C00210-A3,2023-09-09,10603.63,CHF,Debit,NG,Web
T0003097,C00210-A3,2023-10-08,5865.41,EUR,Debit,IR,SEPA Transfer
T0003098,C00210-A3,2022-02-19,462.51,GBP,Debit,NG,Branch
T0003099,C00210-A3,2022-01-30,48804.1,USD,Debit,BR,SEPA Transfer
T0003100,C00211-A1,2023-06-19,89682.53,EUR,Credit,FR,Mobile
T0003101,C00211-A1,2022-02-15,71860.37,USD,Debit,IR,SEPA Transfer
T0003102,C00211-A1,2022-06-27,14022.64,USD,Debit,LU,Branch
T0003103,C00211-A1,2024-08-15,61809.6,EUR,Debit,IT,Web
T0003104,C00211-A1,2022-03-25,65941.07,GBP,Credit,BE,Branch
T0003105,C00211-A1,2023-07-03,66515.43,EUR,Debit,PA,Branch
T0003106,C00211-A1,2024-01-22,7403.9,EUR,Credit,FR,Web
T0003107,C00211-A1,2023-05-16,39875.06,USD,Credit,PA,Web
T0003108,C00211-A1,2022-03-07,67528.11,USD,Credit,CN,Web
T0003109,C00211-A1,2022-06-02,83943.34,GBP,Credit,PA,Mobile
T0003110,C00211-A1,2024-03-14,22885.03,EUR,Credit,BR,Web
T0003111,C00211-A1,2024-10-07,21671.11,CHF,Credit,KY,Branch
T0003112,C00211-A1,2024-06-19,33698.61,USD,Credit,ES,SEPA Transfer
T0003113,C00212-A1,2024-02-14,22145.54,GBP,Credit,NG,Mobile
T0003114,C00212-A1,2024-05-28,6747.49,GBP,Credit,KP,Intl Transfer
T0003115,C00212-A1,2024-07-25,22984.72,CHF,Credit,CH,Mobile
T0003116,C00212-A1,2023-01-25,4185.73,CHF,Credit,DE,SEPA Transfer
T0003117,C00212-A1,2024-05-23,26620.17,EUR,Credit,TR,Branch
T0003118,C00212-A1,2022-01-14,34152.14,CHF,Debit,FR,Intl Transfer
T0003119,C00212-A1,2023-03-22,60926.94,GBP,Credit,BR,Intl Transfer
T0003120,C00212-A2,2024-12-11,21205.28,EUR,Debit,AE,Web
T0003121,C00212-A2,2022-12-26,60136.96,USD,Credit,ES,Branch
T0003122,C00212-A2,2023-03-01,5485.47,GBP,Credit,CH,Branch
T0003123,C00212-A2,2022-11-06,71866.08,EUR,Credit,IR,Branch
T0003124,C00213-A1,2024-03-26,11203.09,EUR,Debit,TR,Branch
T0003125,C00213-A1,2022-11-25,2156.75,EUR,Credit,ES,Web
T0003126,C00214-A1,2022-03-04,32158.44,USD,Debit,CH,Intl Transfer
T0003127,C00214-A1,2022-03-03,63851.79,GBP,Debit,IT,Mobile
T0003128,C00214-A1,2023-10-21,81428.94,USD,Debit,FR,Branch
T0003129,C00214-A2,2024-06-15,34553.0,USD,Debit,KP,SEPA Transfer
T0003130,C00214-A2,2024-09-26,52601.28,GBP,Credit,XX,Mobile
T0003131,C00214-A2,2024-10-10,45922.56,EUR,Debit,MA,Branch
T0003132,C00214-A2,2024-07-08,25971.95,GBP,Credit,SY,Mobile
T0003133,C00214-A2,2024-05-16,7385.21,USD,Credit,XX,Branch
T0003134,C00214-A2,2022-09-30,17121.28,USD,Credit,XX,Intl Transfer
T0003135,C00214-A2,2022-03-13,24755.11,CHF,Credit,FR,Web
T0003136,C00214-A3,2022-10-20,10848.08,GBP,Debit,XX,Web
T0003137,C00214-A3,2024-07-13,87746.98,GBP,Debit,FR,Branch
T0003138,C00214-A3,2024-09-20,50793.42,USD,Debit,US,Web
T0003139,C00214-A3,2024-06-23,22052.28,GBP,Credit,TR,Intl Transfer
T0003140,C00214-A3,2022-04-01,38455.65,USD,Debit,XX,Mobile
T0003141,C00214-A3,2022-10-14,6293.02,USD,Credit,IT,Mobile
T0003142,C00214-A3,2024-09-21,57636.57,USD,Debit,BE,Mobile
T0003143,C00214-A3,2022-09-29,60251.09,EUR,Debit,ES,SEPA Transfer
T0003144,C00214-A3,2024-06-21,79391.4,CHF,Credit,PA,SEPA Transfer
T0003145,C00214-A3,2024-07-05,51342.96,USD,Debit,US,Branch
T0003146,C00214-A3,2022-12-16,74194.68,EUR,Debit,IR,Mobile
T0003147,C00214-A3,2022-08-10,35895.55,USD,Credit,CN,Branch
T0003148,C00214-A3,2024-11-27,86537.93,CHF,Debit,AE,Mobile
T0003149,C00214-A3,2023-12-06,24300.89,CHF,Debit,AE,Intl Transfer
T0003150,C00215-A1,2022-04-10,19587.9,GBP,Debit,ES,Mobile
T0003151,C00215-A1,2024-06-17,29098.83,USD,Credit,BE,Intl Transfer
T0003152,C00215-A1,2023-06-27,71631.12,GBP,Debit,CN,Web
T0003153,C00215-A1,2024-11-24,47698.63,USD,Credit,CH,Intl Transfer
T0003154,C00215-A1,2023-06-28,3846.43,EUR,Debit,PA,SEPA Transfer
T0003155,C00215-A1,2024-10-02,54440.18,GBP,Credit,IT,Branch
T0003156,C00215-A1,2023-09-20,8201.86,CHF,Credit,SY,Web
T0003157,C00215-A1,2024-02-27,9999.95,CHF,Credit,IT,Web
T0003158,C00215-A1,2023-07-31,65761.36,EUR,Credit,GB,Branch
T0003159,C00215-A1,2024-07-28,62858.61,GBP,Debit,BE,SEPA Transfer
T0003160,C00215-A2,2023-03-04,54829.86,USD,Debit,IR,SEPA Transfer
T0003161,C00215-A2,2024-03-04,48993.51,EUR,Credit,IT,Web
T0003162,C00215-A2,2022-06-15,50797.37,CHF,Credit,BR,Intl Transfer
T0003163,C00215-A2,2024-09-29,6714.49,USD,Credit,PA,Intl Transfer
T0003164,C00215-A2,2023-02-26,41342.76,CHF,Debit,CN,Web
T0003165,C00215-A2,2024-01-29,13953.95,CHF,Debit,PA,Intl Transfer
T0003166,C00215-A2,2023-03-28,46821.11,GBP,Debit,US,SEPA Transfer
T0003167,C00215-A2,2024-06-14,39178.72,GBP,Credit,IT,Mobile
T0003168,C00215-A2,2024-03-09,5127.11,USD,Debit,PA,Mobile
T0003169,C00215-A2,2022-10-09,52017.67,GBP,Credit,FR,Web
T0003170,C00215-A2,2024-07-19,37188.63,GBP,Debit,IT,SEPA Transfer
T0003171,C00215-A2,2023-08-30,4503.32,USD,Debit,IT,Intl Transfer
T0003172,C00215-A2,2024-07-22,74871.74,USD,Credit,PA,Web
T0003173,C00216-A1,2024-11-14,54205.84,USD,Debit,KP,Mobile
T0003174,C00216-A1,2024-06-29,37019.76,USD,Credit,MA,SEPA Transfer
T0003175,C00216-A1,2022-11-17,56278.87,GBP,Credit,DE,Intl Transfer
T0003176,C00216-A1,2022-07-10,87332.81,USD,Credit,MA,Mobile
T0003177,C00216-A1,2024-03-21,48169.68,USD,Debit,US,Mobile
T0003178,C00216-A1,2023-08-25,63789.84,CHF,Credit,IT,Branch
T0003179,C00216-A1,2024-07-17,76864.68,EUR,Credit,DE,Web
T0003180,C00216-A1,2022-01-03,70037.03,USD,Credit,KY,Branch
T0003181,C00216-A1,2024-09-05,82268.26,EUR,Credit,NG,Mobile
T0003182,C00216-A1,2022-12-08,68780.88,CHF,Credit,MA,Web
T0003183,C00216-A1,2022-07-13,1262.87,CHF,Credit,RU,SEPA Transfer
T0003184,C00217-A1,2022-07-06,52195.62,GBP,Credit,PA,Intl Transfer
T0003185,C00217-A1,2024-07-18,74087.75,USD,Credit,AE,Intl Transfer
T0003186,C00217-A1,2023-03-01,64393.44,EUR,Debit,BE,SEPA Transfer
T0003187,C00217-A1,2023-04-14,70229.08,USD,Debit,KP,Intl Transfer
T0003188,C00217-A1,2022-03-08,63776.4,CHF,Debit,MA,SEPA Transfer
T0003189,C00217-A1,2023-12-05,12177.04,EUR,Debit,KP,SEPA Transfer
T0003190,C00217-A2,2023-02-15,23840.48,USD,Debit,SY,Intl Transfer
T0003191,C00217-A2,2024-01-17,39126.59,EUR,Debit,NG,Web
T0003192,C00217-A2,2023-07-14,10726.79,GBP,Credit,LU,Web
T0003193,C00217-A2,2023-04-16,66151.56,GBP,Credit,SY,Branch
T0003194,C00217-A2,2024-10-04,62661.85,GBP,Credit,DE,Mobile
T0003195,C00217-A2,2023-02-15,50802.14,EUR,Credit,DE,Intl Transfer
T0003196,C00217-A2,2024-09-17,25688.37,USD,Credit,FR,Branch
T0003197,C00217-A2,2023-01-14,51909.85,CHF,Debit,FR,SEPA Transfer
T0003198,C00217-A2,2024-12-03,43583.71,USD,Debit,SY,Web
T0003199,C00217-A2,2023-09-18,78685.01,GBP,Debit,SY,Branch
T0003200,C00217-A2,2022-12-14,24336.71,USD,Credit,CN,Intl Transfer
T0003201,C00217-A2,2024-08-28,45537.93,CHF,Debit,SY,Web
T0003202,C00217-A3,2024-10-06,88585.39,CHF,Credit,LU,Mobile
T0003203,C00217-A3,2024-12-26,64310.11,GBP,Credit,BE,Mobile
T0003204,C00218-A1,2023-02-15,85493.83,GBP,Debit,FR,Mobile
T0003205,C00218-A1,2024-04-09,5001.77,CHF,Credit,AE,SEPA Transfer
T0003206,C00218-A1,2022-10-02,9768.01,EUR,Debit,TR,SEPA Transfer
T0003207,C00218-A1,2023-06-12,45480.36,USD,Debit,PA,Mobile
T0003208,C00220-A1,2022-10-04,4280.57,USD,Debit,BE,Branch
T0003209,C00220-A1,2022-09-19,23746.2,USD,Debit,BE,Web
T0003210,C00220-A1,2024-10-02,44355.82,EUR,Debit,PA,Web
T0003211,C00220-A1,2024-02-11,79340.37,GBP,Debit,CN,Mobile
T0003212,C00220-A1,2022-04-07,28787.61,EUR,Credit,AE,SEPA Transfer
T0003213,C00220-A1,2022-03-24,71403.2,CHF,Debit,NG,Branch
T0003214,C00220-A2,2022-02-28,29.77,CHF,Debit,TR,SEPA Transfer
T0003215,C00220-A2,2024-02-06,9732.21,USD,Credit,IR,Intl Transfer
T0003216,C00220-A2,2024-06-24,64535.38,CHF,Debit,FR,Mobile
T0003217,C00220-A2,2024-11-08,51746.25,USD,Debit,AE,Mobile
T0003218,C00220-A2,2023-03-24,38855.19,GBP,Credit,DE,Branch
T0003219,C00220-A2,2023-12-07,83933.26,USD,Credit,IR,Web
T0003220,C00220-A2,2023-12-25,37570.58,GBP,Credit,CH,SEPA Transfer
T0003221,C00220-A2,2023-04-20,78465.25,CHF,Debit,IR,Intl Transfer
T0003222,C00220-A2,2023-03-17,39761.57,GBP,Credit,US,Branch
T0003223,C00220-A2,2023-01-05,44517.66,EUR,Credit,IT,Mobile
T0003224,C00220-A2,2022-04-10,27163.54,CHF,Credit,IR,Mobile
T0003225,C00220-A2,2022-07-29,69020.1,GBP,Credit,CN,Mobile
T0003226,C00220-A2,2023-04-30,79715.82,USD,Debit,XX,Branch
T0003227,C00221-A1,2022-06-08,64954.67,EUR,Credit,TR,SEPA Transfer
T0003228,C00221-A1,2023-02-02,42311.77,EUR,Credit,CH,Branch
T0003229,C00221-A1,2024-06-10,76599.47,GBP,Credit,MA,SEPA Transfer
T0003230,C00222-A1,2024-09-03,56591.69,GBP,Debit,ES,Mobile
T0003231,C00222-A1,2024-08-24,14558.1,USD,Debit,PA,Intl Transfer
T0003232,C00222-A1,2024-10-06,56126.2,EUR,Debit,BR,Intl Transfer
T0003233,C00222-A2,2024-05-30,6788.6,USD,Credit,KY,Web
T0003234,C00222-A2,2023-02-10,14270.45,CHF,Credit,SY,Branch
T0003235,C00222-A2,2022-05-29,29623.51,CHF,Debit,IR,SEPA Transfer
T0003236,C00222-A2,2024-01-02,16286.68,EUR,Credit,DE,Web
T0003237,C00222-A2,2022-08-29,60906.91,CHF,Debit,BE,Branch
T0003238,C00223-A1,2022-01-01,26177.63,GBP,Debit,AE,Intl Transfer
T0003239,C00223-A1,2022-09-01,38858.59,USD,Credit,FR,SEPA Transfer
T0003240,C00223-A2,2024-08-24,35854.2,USD,Debit,DE,Web
T0003241,C00223-A2,2022-06-03,26723.64,GBP,Debit,DE,Web
T0003242,C00223-A2,2023-04-16,3246.95,USD,Debit,FR,SEPA Transfer
T0003243,C00223-A2,2022-12-14,60738.93,EUR,Debit,CN,Intl Transfer
T0003244,C00223-A2,2024-07-25,42889.13,USD,Credit,CH,Mobile
T0003245,C00223-A2,2023-04-15,30708.38,EUR,Credit,SY,Branch
T0003246,C00223-A2,2022-12-11,27353.79,CHF,Credit,ES,Web
T0003247,C00223-A2,2023-05-25,18391.5,GBP,Debit,AE,Web
T0003248,C00223-A2,2024-03-17,29918.47,CHF,Credit,ES,Branch
T0003249,C00223-A2,2022-03-24,76965.14,EUR,Debit,SY,Intl Transfer
T0003250,C00223-A2,2024-05-24,42644.86,USD,Credit,KP,SEPA Transfer
T0003251,C00223-A2,2022-07-17,6212.78,CHF,Debit,FR,Branch
T0003252,C00223-A2,2022-11-19,31533.52,USD,Credit,US,Intl Transfer
T0003253,C00223-A2,2022-04-27,81615.37,CHF,Credit,GB,Web
T0003254,C00224-A1,2022-07-23,8136.38,GBP,Credit,FR,Mobile
T0003255,C00224-A1,2023-09-21,28418.05,EUR,Credit,GB,Web
T0003256,C00224-A1,2022-04-13,34410.36,EUR,Credit,BE,Branch
T0003257,C00224-A1,2022-11-03,41140.34,CHF,Credit,AE,Branch
T0003258,C00224-A1,2022-07-18,84224.94,USD,Debit,KP,Branch
T0003259,C00224-A1,2023-06-25,86568.24,EUR,Credit,IT,Web
T0003260,C00224-A1,2024-02-22,2793.39,GBP,Credit,BE,Branch
T0003261,C00224-A1,2022-02-03,89795.21,EUR,Credit,IT,Branch
T0003262,C00224-A2,2024-07-20,3527.22,GBP,Credit,GB,Branch
T0003263,C00224-A2,2022-01-16,61167.5,CHF,Debit,SY,Intl Transfer
T0003264,C00224-A2,2022-12-31,55000.01,GBP,Debit,LU,Mobile
T0003265,C00224-A2,2023-04-07,80051.54,EUR,Debit,BR,Mobile
T0003266,C00224-A2,2022-08-11,15067.48,EUR,Debit,SY,Intl Transfer
T0003267,C00224-A2,2024-08-13,28954.71,USD,Credit,LU,Branch
T0003268,C00224-A3,2022-09-22,81771.19,CHF,Debit,LU,Intl Transfer
T0003269,C00224-A3,2022-08-11,6045.54,GBP,Debit,BR,SEPA Transfer
T0003270,C00224-A3,2022-07-30,75875.46,CHF,Credit,XX,Intl Transfer
T0003271,C00224-A3,2023-03-22,67997.89,EUR,Debit,KY,Branch
T0003272,C00224-A3,2022-05-09,65958.78,CHF,Credit,IT,Mobile
T0003273,C00224-A3,2022-06-01,64558.86,GBP,Debit,LU,Mobile
T0003274,C00224-A3,2022-02-06,65475.34,CHF,Debit,IT,Web
T0003275,C00224-A3,2023-10-17,89477.32,CHF,Debit,MA,Web
T0003276,C00224-A3,2024-06-01,78268.33,EUR,Credit,US,Intl Transfer
T0003277,C00224-A3,2022-01-25,81964.31,GBP,Credit,US,Intl Transfer
T0003278,C00224-A3,2024-12-16,51185.73,USD,Debit,AE,Intl Transfer
T0003279,C00224-A3,2022-12-29,77116.52,EUR,Debit,PA,Mobile
T0003280,C00225-A1,2024-01-09,59564.77,EUR,Credit,ES,SEPA Transfer
T0003281,C00225-A1,2022-11-18,38101.31,GBP,Debit,GB,Intl Transfer
T0003282,C00225-A1,2023-08-18,60759.19,CHF,Credit,GB,Branch
T0003283,C00225-A1,2024-02-26,2815.25,GBP,Debit,FR,Branch
T0003284,C00225-A1,2022-05-01,71072.87,EUR,Debit,CH,Web
T0003285,C00225-A1,2023-12-13,19521.27,EUR,Debit,BE,Web
T0003286,C00225-A1,2024-01-01,6814.61,USD,Credit,ES,Mobile
T0003287,C00225-A1,2024-11-11,16383.73,CHF,Debit,BE,Branch
T0003288,C00225-A1,2024-05-26,44720.06,USD,Debit,AE,SEPA Transfer
T0003289,C00225-A1,2024-12-25,13655.69,GBP,Credit,AE,SEPA Transfer
T0003290,C00225-A1,2023-02-01,48835.75,CHF,Credit,KY,Branch
T0003291,C00225-A1,2022-07-26,78369.19,CHF,Debit,BR,Mobile
T0003292,C00225-A1,2024-06-09,42235.23,CHF,Debit,CN,Web
T0003293,C00225-A1,2022-12-18,3646.92,CHF,Debit,TR,Branch
T0003294,C00225-A2,2023-09-24,63828.25,EUR,Credit,DE,Intl Transfer
T0003295,C00225-A2,2024-06-27,83173.8,GBP,Debit,DE,SEPA Transfer
T0003296,C00225-A2,2023-06-13,3102.99,EUR,Debit,LU,SEPA Transfer
T0003297,C00225-A2,2022-10-30,24158.9,EUR,Debit,XX,SEPA Transfer
T0003298,C00225-A2,2024-02-23,3199.61,USD,Debit,KP,SEPA Transfer
T0003299,C00225-A3,2023-12-04,85490.13,EUR,Credit,CH,Web
T0003300,C00225-A3,2022-07-22,3733.59,USD,Debit,BE,SEPA Transfer
T0003301,C00225-A3,2023-01-26,69606.07,GBP,Credit,LU,Intl Transfer
T0003302,C00225-A3,2023-04-04,67385.21,CHF,Debit,IR,Intl Transfer
T0003303,C00226-A1,2023-07-20,14529.45,USD,Debit,LU,Mobile
T0003304,C00226-A1,2022-09-14,74104.16,EUR,Credit,CH,SEPA Transfer
T0003305,C00226-A1,2022-01-05,27353.15,CHF,Credit,CH,Web
T0003306,C00226-A1,2024-04-04,2989.85,GBP,Debit,CN,Web
T0003307,C00226-A1,2022-07-10,71591.29,EUR,Credit,KY,Mobile
T0003308,C00227-A1,2024-06-17,25712.26,CHF,Debit,NG,SEPA Transfer
T0003309,C00227-A1,2024-07-12,87724.22,USD,Debit,BR,Branch
T0003310,C00227-A2,2023-09-13,29932.26,GBP,Credit,IR,Intl Transfer
T0003311,C00227-A2,2022-03-13,34461.74,EUR,Credit,BR,Mobile
T0003312,C00227-A2,2024-05-06,85998.07,USD,Credit,DE,Intl Transfer
T0003313,C00227-A2,2023-08-22,1942.04,GBP,Debit,DE,Web
T0003314,C00227-A2,2022-06-24,5423.77,USD,Debit,IT,Mobile
T0003315,C00227-A2,2024-04-05,88164.5,EUR,Credit,BE,SEPA Transfer
T0003316,C00228-A1,2022-09-12,29544.83,EUR,Debit,PA,Intl Transfer
T0003317,C00228-A1,2022-02-11,67270.83,GBP,Debit,RU,Branch
T0003318,C00228-A1,2023-05-06,72016.57,GBP,Debit,BR,Mobile
T0003319,C00228-A1,2022-01-02,72098.3,USD,Debit,RU,Branch
T0003320,C00228-A1,2022-08-03,72994.44,GBP,Debit,DE,Web
T0003321,C00228-A1,2024-11-01,18537.31,GBP,Credit,BR,Branch
T0003322,C00228-A1,2024-01-29,55074.62,GBP,Credit,SY,Web
T0003323,C00228-A1,2024-10-25,58447.03,EUR,Credit,DE,SEPA Transfer
T0003324,C00228-A1,2022-04-24,31991.38,EUR,Debit,KP,Web
T0003325,C00228-A1,2024-07-22,35877.3,USD,Credit,TR,SEPA Transfer
T0003326,C00228-A1,2022-07-31,12358.49,CHF,Credit,CH,SEPA Transfer
T0003327,C00228-A1,2022-06-20,12585.21,CHF,Debit,MA,Branch
T0003328,C00228-A1,2024-07-23,13474.05,USD,Debit,GB,SEPA Transfer
T0003329,C00228-A1,2022-10-23,15639.08,CHF,Debit,LU,SEPA Transfer
T0003330,C00228-A1,2024-10-01,87081.05,GBP,Credit,KY,Web
T0003331,C00228-A2,2024-11-21,83680.94,CHF,Credit,ES,Branch
T0003332,C00228-A2,2024-02-21,47651.16,CHF,Credit,AE,Mobile
T0003333,C00228-A2,2024-12-05,89069.66,EUR,Credit,IT,Mobile
T0003334,C00228-A2,2023-09-12,47195.96,USD,Debit,KP,SEPA Transfer
T0003335,C00228-A2,2024-08-11,83408.42,EUR,Credit,TR,Mobile
T0003336,C00228-A2,2023-01-09,75551.78,USD,Credit,SY,Mobile
T0003337,C00228-A2,2022-04-08,40174.24,EUR,Debit,CN,Web
T0003338,C00228-A2,2024-08-09,16074.3,CHF,Debit,CH,Mobile
T0003339,C00228-A2,2024-04-18,40914.5,EUR,Debit,MA,Intl Transfer
T0003340,C00228-A2,2024-07-06,63194.57,GBP,Credit,XX,Branch
T0003341,C00228-A2,2024-03-10,3506.0,EUR,Credit,TR,Branch
T0003342,C00228-A3,2024-06-17,73606.83,GBP,Debit,KP,Web
T0003343,C00228-A3,2023-08-22,74683.48,USD,Credit,AE,Intl Transfer
T0003344,C00228-A3,2023-10-20,53684.8,USD,Credit,AE,SEPA Transfer
T0003345,C00228-A3,2023-07-20,53170.38,EUR,Debit,SY,Web
T0003346,C00228-A3,2024-06-19,24429.62,GBP,Credit,NG,Branch
T0003347,C00228-A3,2023-03-06,79733.41,EUR,Credit,PA,Web
T0003348,C00228-A3,2022-08-21,56505.46,USD,Debit,KP,Web
T0003349,C00228-A3,2024-03-25,59401.79,GBP,Credit,FR,Branch
T0003350,C00228-A3,2022-02-16,24470.83,USD,Debit,US,Intl Transfer
T0003351,C00228-A3,2024-07-13,31460.8,GBP,Debit,DE,Mobile
T0003352,C00228-A3,2022-06-04,48483.2,CHF,Credit,RU,Mobile
T0003353,C00228-A3,2022-10-05,13496.05,GBP,Credit,KP,Web
T0003354,C00228-A3,2024-09-06,39879.37,GBP,Debit,GB,SEPA Transfer
T0003355,C00230-A1,2024-07-13,72822.18,USD,Debit,RU,Intl Transfer
T0003356,C00230-A1,2024-01-09,19472.88,CHF,Debit,MA,Intl Transfer
T0003357,C00230-A1,2023-04-24,87817.93,CHF,Debit,IR,Intl Transfer
T0003358,C00230-A1,2024-10-06,56489.16,CHF,Credit,ES,Web
T0003359,C00230-A1,2024-10-04,86485.17,CHF,Debit,DE,Web
T0003360,C00230-A1,2023-04-27,58648.0,USD,Credit,CH,Intl Transfer
T0003361,C00230-A1,2024-02-01,21374.32,GBP,Debit,SY,Mobile
T0003362,C00230-A2,2023-12-17,27974.74,EUR,Debit,NG,SEPA Transfer
T0003363,C00230-A2,2022-03-24,84021.84,EUR,Credit,DE,Mobile
T0003364,C00230-A2,2022-01-25,18150.53,EUR,Debit,IT,Mobile
T0003365,C00230-A2,2023-09-10,60687.79,GBP,Credit,IT,Mobile
T0003366,C00230-A3,2022-05-04,70075.93,EUR,Debit,IT,SEPA Transfer
T0003367,C00230-A3,2022-09-12,87465.19,USD,Debit,FR,Mobile
T0003368,C00230-A3,2024-12-15,12930.93,USD,Debit,XX,Intl Transfer
T0003369,C00230-A3,2024-01-10,39806.31,EUR,Debit,BR,Web
T0003370,C00230-A3,2023-09-08,83988.75,CHF,Credit,TR,SEPA Transfer
T0003371,C00230-A3,2023-07-16,73992.46,USD,Credit,MA,SEPA Transfer
T0003372,C00230-A3,2024-10-18,49014.86,EUR,Credit,IT,Mobile
T0003373,C00231-A1,2024-01-25,66907.3,USD,Credit,RU,Web
T0003374,C00231-A1,2023-06-18,4349.71,USD,Credit,US,Web
T0003375,C00231-A1,2023-03-16,23265.47,EUR,Debit,MA,Mobile
T0003376,C00231-A1,2022-06-24,22533.85,USD,Debit,BR,Intl Transfer
T0003377,C00232-A1,2023-10-18,21430.89,CHF,Debit,US,Mobile
T0003378,C00232-A1,2024-06-05,84725.19,EUR,Credit,XX,SEPA Transfer
T0003379,C00232-A1,2023-06-09,28555.63,CHF,Debit,RU,SEPA Transfer
T0003380,C00232-A1,2024-07-24,75716.33,CHF,Debit,BR,Web
T0003381,C00232-A1,2022-03-05,23939.04,GBP,Debit,ES,Web
T0003382,C00232-A1,2022-06-30,76247.27,CHF,Credit,AE,Intl Transfer
T0003383,C00232-A1,2024-03-10,58038.93,GBP,Credit,LU,Web
T0003384,C00232-A1,2022-12-05,28459.13,GBP,Credit,NG,Branch
T0003385,C00232-A1,2022-06-07,82008.84,USD,Credit,CH,Web
T0003386,C00232-A1,2024-01-14,89391.41,EUR,Debit,US,Branch
T0003387,C00232-A1,2024-06-19,89138.42,USD,Credit,AE,SEPA Transfer
T0003388,C00232-A1,2024-03-09,55541.16,EUR,Credit,KP,Web
T0003389,C00232-A1,2022-03-29,5765.24,GBP,Debit,BE,Mobile
T0003390,C00232-A1,2024-07-25,69683.43,GBP,Credit,PA,SEPA Transfer
T0003391,C00232-A1,2024-05-31,38590.39,USD,Credit,TR,Mobile
T0003392,C00232-A2,2023-02-08,8905.23,USD,Credit,IT,SEPA Transfer
T0003393,C00232-A2,2023-06-04,30893.18,EUR,Debit,KP,Intl Transfer
T0003394,C00232-A2,2023-10-31,30001.55,EUR,Credit,CH,Mobile
T0003395,C00232-A2,2022-07-10,18983.13,EUR,Credit,IT,Mobile
T0003396,C00232-A2,2024-01-08,54028.81,EUR,Debit,KY,Web
T0003397,C00233-A1,2024-06-23,140.21,USD,Debit,ES,Web
T0003398,C00233-A1,2023-02-21,31752.68,EUR,Credit,CH,Web
T0003399,C00233-A1,2024-12-27,20727.97,USD,Credit,IR,SEPA Transfer
T0003400,C00233-A1,2024-07-17,71317.7,USD,Credit,CH,Mobile
T0003401,C00233-A1,2024-10-19,44015.87,GBP,Debit,TR,Web
T0003402,C00233-A1,2022-12-04,62480.87,EUR,Debit,FR,SEPA Transfer
T0003403,C00233-A1,2022-03-06,34756.51,USD,Credit,FR,SEPA Transfer
T0003404,C00233-A1,2023-06-05,70575.27,CHF,Credit,IR,Web
T0003405,C00233-A1,2024-02-22,60234.17,EUR,Credit,KY,Web
T0003406,C00233-A2,2023-01-21,49821.22,USD,Debit,DE,Mobile
T0003407,C00233-A2,2022-09-05,77375.96,GBP,Credit,TR,Web
T0003408,C00233-A2,2022-11-15,88817.19,EUR,Credit,KY,SEPA Transfer
T0003409,C00233-A2,2023-04-20,77659.12,USD,Credit,US,Mobile
T0003410,C00233-A2,2023-03-02,1529.56,GBP,Credit,IT,Intl Transfer
T0003411,C00233-A2,2022-10-28,84498.42,GBP,Debit,NG,SEPA Transfer
